Area Code,Date,Market,Market Size,Product,Product Length,Product Line,Product Combined,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Variance Column,Total Expenses,Order Date,Year,Month,Day,Day Name,Days Since Order,Month End Date,Customer Name,Clean Name,Trimmed Name,Proper Name,Hyphen Name,City,City Upper,City Lower,Location Combined,Full Location,Promo Code,Promo Check,Promo Missing Check,Full Product,,Display Today’s Date,Display Current Date and Time
541,41030,West,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Oregon,Decaf,140,140,90,280,149,1156,149,41,83,298,158,66,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Oregon, West","LONDON, Oregon (West Market)",,Blank,Missing,Beans - Decaf Espresso,,,
503,41030,West,Small Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,Oregon,Regular,60,100,40,160,53,458,75,48,-2,128,28,77,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Oregon, West","SYDNEY, Oregon (West Market)",,Blank,Missing,Beans - Amaretto,,,
971,41030,West,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Oregon,Regular,60,80,30,140,48,422,68,15,8,116,36,60,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Oregon, West","NEW YORK, Oregon (West Market)",,Blank,Missing,Beans - Colombian,,,
503,41030,West,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Oregon,Decaf,20,40,40,60,30,794,45,8,26,75,35,19,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Oregon, West","DELHI, Oregon (West Market)",,Blank,Missing,Leaves - Chamomile,,,
971,41030,West,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Oregon,Decaf,30,50,30,80,43,602,56,14,30,99,49,26,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Oregon, West","LONDON, Oregon (West Market)",SAVE10,Not Blank,Avalable,Leaves - Lemon,,,
503,41030,West,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Oregon,Regular,10,20,20,30,20,464,29,5,12,49,29,17,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Oregon, West","SYDNEY, Oregon (West Market)",,Blank,Missing,Leaves - Darjeeling,,,
503,41030,West,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Oregon,Regular,60,90,50,150,94,697,141,31,79,235,145,62,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Oregon, West","NEW YORK, Oregon (West Market)",,Blank,Missing,Leaves - Earl Grey,,,
971,41030,West,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Oregon,Regular,70,110,70,180,114,555,159,35,101,273,163,58,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Oregon, West","DELHI, Oregon (West Market)",,Blank,Missing,Leaves - Green Tea,,,
971,41030,West,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Oregon,Decaf,50,70,40,120,42,384,61,13,25,103,33,36,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,,,,,,LoNDoN,LONDON,london,"LONDON, Oregon, West","LONDON, Oregon (West Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
206,41030,West,Small Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,Washington,Regular,40,60,40,100,48,599,62,15,34,110,50,28,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, Washington, West","SYDNEY, Washington (West Market)",,Blank,Missing,Beans - Caffe Latte,,,
206,41030,West,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Washington,Regular,50,70,20,120,58,338,72,22,16,130,60,56,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, Washington, West","NEW YORK, Washington (West Market)",SAVE10,Not Blank,Avalable,Beans - Caffe Mocha,,,
206,41030,West,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Washington,Decaf,70,90,60,160,78,995,92,24,47,170,80,45,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, Washington, West","DELHI, Washington (West Market)",,Blank,Missing,Beans - Decaf Espresso,,,
253,41030,West,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Washington,Regular,80,130,90,210,71,373,104,22,58,175,45,46,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, Washington, West","LONDON, Washington (West Market)",,Blank,Missing,Beans - Colombian,,,
206,41030,West,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Washington,Decaf,90,150,100,240,110,1020,165,36,98,275,125,67,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Washington, West","SYDNEY, Washington (West Market)",,Blank,Missing,Leaves - Chamomile,,,
206,41030,West,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Washington,Decaf,30,50,50,80,40,793,59,11,36,99,49,23,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Washington, West","NEW YORK, Washington (West Market)",,Blank,Missing,Leaves - Lemon,,,
509,41030,West,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Washington,Regular,30,50,30,80,48,351,82,14,44,130,80,38,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Washington, West","DELHI, Washington (West Market)",,Blank,Missing,Leaves - Darjeeling,,,
360,41030,West,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Washington,Regular,20,50,30,70,45,410,65,14,27,110,60,38,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Washington, West","LONDON, Washington (West Market)",SAVE10,Not Blank,Avalable,Leaves - Earl Grey,,,
425,41030,West,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Washington,Regular,40,60,10,100,64,551,90,58,2,154,94,88,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Washington, West","SYDNEY, Washington (West Market)",,Blank,Missing,Leaves - Green Tea,,,
253,41030,West,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Washington,Decaf,110,160,60,270,92,599,129,83,16,221,61,113,1-May-2012,2012,5,1,Tuesday,5037,31-May-2012,,,,,,new york,NEW YORK,new york,"NEW YORK, Washington, West","NEW YORK, Washington (West Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
719,41061,Central,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Colorado,Regular,40,60,20,100,51,396,64,19,11,115,55,53,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Colorado, Central","DELHI, Colorado (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
970,41061,Central,Major Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Colorado,Regular,40,60,30,100,53,1028,64,16,27,117,57,37,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Colorado, Central","LONDON, Colorado (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
720,41061,Central,Major Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Colorado,Regular,30,50,30,80,43,597,56,14,29,99,49,27,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Colorado, Central","SYDNEY, Colorado (Central Market)",,Blank,Missing,Leaves - Green Tea,,,
719,41061,Central,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Colorado,Regular,100,170,140,270,94,562,136,26,99,230,60,37,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Colorado, Central","NEW YORK, Colorado (Central Market)",SAVE10,Not Blank,Avalable,Beans - Caffe Mocha,,,
303,41061,Central,Major Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Colorado,Decaf,60,90,50,150,54,641,81,17,33,135,45,48,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Colorado, Central","DELHI, Colorado (Central Market)",,Blank,Missing,Beans - Decaf Espresso,,,
719,41061,Central,Major Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,Colorado,Regular,110,170,130,280,113,897,163,31,121,276,106,42,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Colorado, Central","LONDON, Colorado (Central Market)",,Blank,Missing,Beans - Amaretto,,,
970,41061,Central,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Colorado,Regular,80,110,80,190,83,574,107,27,68,190,80,39,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Colorado, Central","SYDNEY, Colorado (Central Market)",,Blank,Missing,Beans - Colombian,,,
719,41061,Central,Major Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Colorado,Decaf,130,180,140,310,123,947,178,34,132,301,121,46,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Colorado, Central","NEW YORK, Colorado (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
720,41061,Central,Major Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Colorado,Decaf,120,140,90,260,149,1245,149,41,83,298,158,66,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Colorado, Central","DELHI, Colorado (Central Market)",,Blank,Missing,Leaves - Chamomile,,,
720,41061,Central,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Colorado,Decaf,30,60,10,90,44,496,63,40,-7,107,47,70,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,LoNDoN,LONDON,london,"LONDON, Colorado, Central","LONDON, Colorado (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Lemon,,,
719,41061,Central,Major Market,Mint,4,Leaves,Leaves - Mint,Herbal Tea,Colorado,Decaf,40,60,30,100,50,397,68,16,24,118,58,44,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, Colorado, Central","SYDNEY, Colorado (Central Market)",,Blank,Missing,Leaves - Mint,,,
312,41061,Central,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Illinois,Regular,80,120,90,200,94,562,136,26,99,230,110,37,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, Illinois, Central","NEW YORK, Illinois (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
312,41061,Central,Major Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Illinois,Regular,40,70,30,110,54,641,81,17,33,135,65,48,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, Illinois, Central","DELHI, Illinois (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
312,41061,Central,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Illinois,Regular,310,430,300,740,272,1616,362,89,241,634,204,121,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, Illinois, Central","LONDON, Illinois (Central Market)",,Blank,Missing,Beans - Caffe Mocha,,,
312,41061,Central,Major Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Illinois,Decaf,300,310,210,610,260,1715,261,72,164,521,211,97,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Illinois, Central","SYDNEY, Illinois (Central Market)",,Blank,Missing,Beans - Decaf Espresso,,,
815,41061,Central,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Illinois,Regular,210,290,190,500,200,1095,278,66,167,478,188,111,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Illinois, Central","NEW YORK, Illinois (Central Market)",SAVE10,Not Blank,Avalable,Beans - Colombian,,,
630,41061,Central,Major Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Illinois,Decaf,140,220,160,360,141,764,204,45,135,345,125,69,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Illinois, Central","DELHI, Illinois (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
630,41061,Central,Major Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Illinois,Decaf,90,150,130,240,113,897,163,31,121,276,126,42,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Illinois, Central","LONDON, Illinois (Central Market)",,Blank,Missing,Leaves - Chamomile,,,
630,41061,Central,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Illinois,Decaf,70,90,60,160,83,574,107,27,67,190,100,40,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Illinois, Central","SYDNEY, Illinois (Central Market)",,Blank,Missing,Leaves - Lemon,,,
309,41061,Central,Major Market,Mint,4,Leaves,Leaves - Mint,Herbal Tea,Illinois,Decaf,100,160,140,260,123,947,178,34,133,301,141,45,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,new york,NEW YORK,new york,"NEW YORK, Illinois, Central","NEW YORK, Illinois (Central Market)",,Blank,Missing,Leaves - Mint,,,
641,41061,Central,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Iowa,Regular,220,230,150,450,260,1715,261,72,164,521,291,97,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Iowa, Central","DELHI, Iowa (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
563,41061,Central,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Iowa,Regular,230,300,180,530,271,1714,332,102,197,603,303,135,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Iowa, Central","LONDON, Iowa (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Earl Grey,,,
515,41061,Central,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Iowa,Regular,20,40,30,60,21,798,32,5,15,53,13,17,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Iowa, Central","SYDNEY, Iowa (Central Market)",,Blank,Missing,Beans - Caffe Mocha,,,
319,41061,Central,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Iowa,Decaf,0,50,40,50,0,602,43,0,31,43,-7,12,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Iowa, Central","NEW YORK, Iowa (Central Market)",,Blank,Missing,Beans - Decaf Espresso,,,
641,41061,Central,Small Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,Iowa,Regular,20,40,30,60,23,843,35,6,18,58,18,17,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Iowa, Central","DELHI, Iowa (Central Market)",,Blank,Missing,Beans - Amaretto,,,
563,41061,Central,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Iowa,Regular,30,40,20,70,32,996,38,9,8,70,30,30,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Iowa, Central","LONDON, Iowa (Central Market)",,Blank,Missing,Beans - Colombian,,,
712,41061,Central,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Iowa,Decaf,20,30,20,50,22,608,30,7,11,52,22,19,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Iowa, Central","SYDNEY, Iowa (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
641,41061,Central,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Iowa,Decaf,230,320,230,550,272,1616,362,89,241,634,314,121,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Iowa, Central","NEW YORK, Iowa (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Chamomile,,,
319,41061,Central,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Iowa,Decaf,120,180,140,300,141,764,204,45,136,345,165,68,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Iowa, Central","DELHI, Iowa (Central Market)",,Blank,Missing,Leaves - Lemon,,,
636,41061,Central,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Missouri,Regular,30,50,20,80,41,239,55,13,14,96,46,41,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,LoNDoN,LONDON,london,"LONDON, Missouri, Central","LONDON, Missouri (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
573,41061,Central,Small Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Missouri,Regular,30,30,-10,60,35,204,43,13,-3,78,48,46,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, Missouri, Central","SYDNEY, Missouri (Central Market)",,Blank,Missing,Leaves - Earl Grey,,,
573,41061,Central,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Missouri,Regular,30,40,0,70,36,236,46,13,0,82,42,46,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, Missouri, Central","NEW YORK, Missouri (Central Market)",,Blank,Missing,Leaves - Green Tea,,,
660,41061,Central,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Missouri,Regular,40,60,40,100,37,876,55,10,33,92,32,22,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, Missouri, Central","DELHI, Missouri (Central Market)",,Blank,Missing,Beans - Caffe Mocha,,,
573,41061,Central,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Missouri,Decaf,40,60,40,100,36,828,53,10,31,89,29,22,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, Missouri, Central","LONDON, Missouri (Central Market)",SAVE10,Not Blank,Avalable,Beans - Decaf Espresso,,,
573,41061,Central,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Missouri,Regular,80,90,40,170,76,580,93,28,31,169,79,62,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Missouri, Central","SYDNEY, Missouri (Central Market)",,Blank,Missing,Beans - Colombian,,,
314,41061,Central,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Missouri,Decaf,60,80,50,140,65,1042,77,20,35,142,62,42,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Missouri, Central","NEW YORK, Missouri (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
660,41061,Central,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Missouri,Decaf,40,70,20,110,52,313,73,47,-4,125,55,77,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Missouri, Central","DELHI, Missouri (Central Market)",,Blank,Missing,Leaves - Chamomile,,,
636,41061,Central,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Missouri,Decaf,90,30,0,120,116,1142,25,35,-33,141,111,58,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Missouri, Central","LONDON, Missouri (Central Market)",,Blank,Missing,Leaves - Lemon,,,
513,41061,Central,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Ohio,Regular,90,150,90,240,111,767,167,36,99,278,128,68,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Ohio, Central","SYDNEY, Ohio (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
937,41061,Central,Major Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,Ohio,Regular,100,140,90,240,118,636,164,36,105,282,142,59,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,new york,NEW YORK,new york,"NEW YORK, Ohio, Central","NEW YORK, Ohio (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Earl Grey,,,
419,41061,Central,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Ohio,Regular,170,180,120,350,149,1245,149,41,83,298,118,66,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Ohio, Central","DELHI, Ohio (Central Market)",,Blank,Missing,Beans - Caffe Mocha,,,
419,41061,Central,Major Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Ohio,Decaf,50,80,30,130,51,396,64,19,12,115,35,52,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Ohio, Central","LONDON, Ohio (Central Market)",,Blank,Missing,Beans - Decaf Espresso,,,
513,41061,Central,Major Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,Ohio,Regular,50,70,40,120,50,397,68,16,24,118,48,44,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Ohio, Central","SYDNEY, Ohio (Central Market)",,Blank,Missing,Beans - Amaretto,,,
614,41061,Central,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Ohio,Regular,40,50,20,90,38,414,55,12,19,93,43,36,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Ohio, Central","NEW YORK, Ohio (Central Market)",,Blank,Missing,Beans - Colombian,,,
937,41061,Central,Major Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Ohio,Decaf,40,70,20,110,44,496,63,40,-6,107,37,69,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,,,,,,DELHI,DELHI,delhi,"DELHI, Ohio, Central","DELHI, Ohio (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
614,41061,Central,Major Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Ohio,Decaf,10,20,20,30,18,478,26,5,9,44,24,17,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Ohio, Central","LONDON, Ohio (Central Market)",SAVE10,Not Blank,Avalable,Leaves - Chamomile,,,
513,41061,Central,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Ohio,Decaf,20,30,30,50,24,856,36,6,18,60,30,18,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Ohio, Central","SYDNEY, Ohio (Central Market)",,Blank,Missing,Leaves - Lemon,,,
920,41061,Central,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Wisconsin,Regular,30,50,20,80,40,443,59,12,24,99,49,35,1-Jun-2012,2012,6,1,Friday,5006,30-Jun-2012,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Wisconsin, Central","NEW YORK, Wisconsin (Central Market)",,Blank,Missing,Leaves - Darjeeling,,,
